Begin Time - msec,End Time - msec,Duration - msec,Block,Trial no,Stimulus,Handedness,Comments_CF,Comments_DF,NMM,Compound signs,Comments_ZS,Response Translation,Response Status,Lemma Gloss (ASLLEX),Comment_NC,ID Gloss ASLLEX,ID Gloss ASLLEX OLD,CleanGloss,Matched,EntryID,SignFrequency(Z),Code,Iconicity(Z),LexicalClass,Compound.2.0,Handshape.2.0,SelectedFingers.2.0,ThumbPosition.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,Contact.2.0,Parameter.Neighborhood.Density.2.0
2228,3671,1443,A1,14,act257walk.jpg,2+,,,,,,WALK_v,Accept++,WALK,,walk,walk,walk,True,walk,1.086,D_02_057,0.853,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,344.0
5045,6916,1871,A1,15,act126lick.jpg,2+,,,,,,LICK_v,Accept++,LICK,,lick_envelope,lick_envelope,lick_envelope,True,lick_envelope,-0.616,K_01_035,1.257,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,0.0,202.0
8041,9527,1486,A1,16,rain.png,2+,,,,,,RAIN_v,Accept++,RAIN,,rain,rain,rain,True,rain,0.917,A_03_061,0.897,Noun,0.0,spread_open_e,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,443.0
11112,12612,1500,A1,17,act076look.jpg,2+,Look thru microscope,,,,,MICROSCOPE_v,Accept++,,,microscope,microscope,microscope,True,microscope,-1.329,A_03_076,0.994,Noun,0.0,curved_5,imrp,Open,SymmetricalOrAlternating,,Head,HeadAway,0.0,265.0
14152,15367,1215,A1,18,act260water.jpg,1,,,,,,POUR_v,Accept++,POUR,,pour,pour,pour,True,pour,-0.495,F_02_063,1.382,Verb,0.0,y,p,Open,OneHanded,Curved,Neutral,Neutral,0.0,270.0
17262,18862,1600,A1,19,act216somersault.jpg,2+,,,NMM,,,SOMERSAULT_v,Accept++,SOMERSAULT,,somersault,somersault,somersault_1,True,somersault_1,-0.626,J_02_012,1.103,Noun,0.0,1,i,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,0.0,177.0
23766,25309,1543,A1,21,act122knit.jpg,2+,,,,,,KNIT_v,Accept++,KNIT,,knitting,knitting,knitting,True,knitting,-0.653,D_03_071,0.542,Verb,0.0,1,i,Closed,SymmetricalOrAlternating,,Neutral,Neutral,1.0,272.0
27397,28911,1514,A1,22,act100whisper.jpg,2+,,,NNM,,,GOSSIP_v,Accept++,GOSSIP,,gossip,gossip,gossip,True,gossip,0.059,D_01_029,0.07,Noun,0.0,g,i,Open,SymmetricalOrAlternating,Circular,Head,Mouth,0.0,72.0
30130,31944,1814,A1,23,act186punish.jpg,2-,,,NNM,,,PUNISH_v,Accept++,PUNISH,,punish,punish,punish,True,punish,-0.259,C_02_041,-0.06,Verb,0.0,1,i,Closed,OneHanded,Curved,Arm,ForearmUlnar,1.0,76.0
33356,34984,1628,A1,24,act272write.jpg,2-,,,NMM,,,WRITE_v,Accept++,WRITE,,write,write,write,True,write,0.785,D_01_051,1.821,Verb,0.0,baby_o,i,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,1.0,387.0
36500,38271,1771,A1,25,act071dust.jpg,2-,,,,,,CLEAN_v,Accept++,,,clean,clean,clean,True,clean,0.302,E_03_082,0.171,Verb,0.0,open_b,imrp,Open,AsymmetricalSameHandshape,Curved,Hand,Palm,1.0,266.0
47389,49332,1943,A1,28,act180roast.jpg,2+,,,,,,ROAST-v,Accept++,,I don't understand.,roast,roast,roast,True,roast,-1.413,J_02_038,0.98,Verb,1.0,1,i,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,0.0,177.0
50963,53420,2457,A1,29,act131load.jpg,2+,,,,,,LOAD,Accept++,LOAD,,load,load.1,load,True,load,-0.841,H_01_055,0.164,Verb,0.0,curved_5,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,512.0
54824,56667,1843,A1,30,act151parachute.jpg,2-,,,NMM,,,PARACHUTE_v,Accept+-,PARACHUTE,,parachute,parachute.1,parachute,True,parachute,-1.279,A_01_021,1.302,Verb,0.0,s,imrp,Closed,SymmetryViolation,Straight,Hand,FingerTip,0.0,422.0
58192,59564,1372,A1,31,act246throw.jpg,1,,,NMM,,,THROW_v,Accept+-,TRHOW,,throw,throw.1,throw,True,throw,-0.407,C_03_081,1.238,Verb,0.0,s,im,Closed,OneHanded,Curved,Neutral,Neutral,0.0,321.0
64907,66435,1528,A1,33,act070dry.jpg,1,,,NMM,,,BLOWDRY-v,Accept++,hairdryer,,hairdryer,hairdryer,hairdryer,True,hairdryer,-0.878,B_02_078,0.623,Noun,0.0,l,i,Open,OneHanded,Straight,Head,HeadAway,0.0,338.0
71204,72561,1357,A1,35,act219spill.jpg,1,,,NMM,,,POUR-CA,Accept+-,,,pour-ca,pour-ca,pour,True,pour,-0.495,F_02_063,1.382,Verb,0.0,y,p,Open,OneHanded,Curved,Neutral,Neutral,0.0,270.0
74385,76142,1757,A1,36,act196shave.jpg,1,,,,,,SHAVE_v,Accept++,SHAVE,,shave_3,shave_3,shave_3,True,shave_3,-0.296,H_03_018,1.293,Verb,0.0,bent_1,i,Closed,OneHanded,Straight,Head,CheekNose,1.0,342.0
81170,82813,1643,A1,38,act087fish.jpg,2+,,,NMM,,,FISH_v,Accept++,FISHING,,fishing,fishing,fishing,True,fishing,-0.348,A_02_035,1.465,Noun,0.0,baby_o,i,Open,SymmetryViolation,Straight,Neutral,Neutral,0.0,497.0
88190,89618,1428,A1,40,act212smile.jpg,2+,,,NMM,,,SMILE_v,Accept++,SMILE,,smile,smile,smile,True,smile,-0.045,D_01_031,1.849,Noun,0.0,flat_1,i,Closed,SymmetricalOrAlternating,Curved,Head,Mouth,1.0,130.0
91034,92734,1700,A1,41,act253vacuum.jpg,1,,,NMM,,,VACUUM_v,Accept++,VACUUM,,vaccum,vaccum,vacuum,True,vacuum,-0.243,D_03_084,0.748,Verb,0.0,baby_o,i,Open,OneHanded,Z-shaped,Neutral,Neutral,0.0,89.0
94400,95829,1429,A1,42,act242teach.jpg,2+,,,,,,TEACH_v,Accept++,TEACH,,teach,teach.1,teach,True,teach,0.227,D_02_052,-0.684,Verb,0.0,o,imrp,Open,SymmetricalOrAlternating,Straight,Head,Forehead,0.0,354.0
97275,98804,1529,A1,43,act067drive.jpg,2+,,,,,,DRIVE_v,Accept++,,,car,car,car,True,car,1.361,D_02_043,1.495,Noun,0.0,s,imrp,Closed,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,321.0
103580,105166,1586,A1,45,act011win.jpg,2-,,,NMM,,,WIN_v,Accept++,WIN,,win,win,win,True,win,0.197,B_02_029,-0.312,Verb,0.0,o,imrp,Open,AsymmetricalSameHandshape,Curved,Hand,FingerRadial,1.0,192.0
106619,108504,1885,A1,46,act120kneel.jpg,2-,,,,,,KNEEL_v,Accept++,KNEEL,,kneel,kneel,kneel,True,kneel,-1.062,C_03_021,0.56,Verb,0.0,bent_v,im,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Palm,1.0,358.0
110320,112149,1829,A1,47,act271twist.jpg,2-,,,,,,WRING-v,Accept++,WRING,,wring,wring,wring,True,wring,-0.902,H_01_029,1.329,Verb,0.0,curved_5,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,512.0
113622,115222,1600,A1,48,act183sail.jpg,2+,,,,,,SAIL_v,Accept+-,BOAT,,boat,boat,boat,True,boat,-0.248,D_01_055,-0.309,Noun,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,1.0,344.0
116679,118222,1543,A1,49,act182run.jpg,2-,,,,,,RUN_v,Accept++,RUN,,run,run,run,True,run,0.321,B_03_015,-0.591,Verb,0.0,l,i,Open,SymmetryViolation,Straight,Hand,FingerFront,1.0,368.0
129770,131613,1843,A1,53,act077stretch.jpg,2+,,,,,,EXERCISE_v,Accept++,EXERCISE,,exercise,exercise,exercise,True,exercise,0.23,C_01_084,0.927,Noun,0.0,s,imrp,Closed,SymmetricalOrAlternating,Circular,Body,BodyAway,0.0,49.0
133078,134392,1314,A1,54,act016bite.jpg,1,,,NMM,,,BITE_v,Accept++,BITE,,bite,bite.1,bite,True,bite,0.016,G_02_099,0.931,Verb,0.0,curved_5,imrp,Open,AsymmetricalDifferentHandshape,Curved,Hand,FingerBack,1.0,209.0
133078,134392,1314,A1,54,act016bite.jpg,1,,,NMM,,,BITE_v,Accept++,BITE,,bite,bite.1,bite,True,bite,-0.183,K_02_045,1.045,Verb,0.0,curved_v,im,Open,OneHanded,Straight,Neutral,Neutral,0.0,453.0
138912,140540,1628,A1,56,act176fix.jpg,2-,,,,,,FIX_v,Accept++,FIX,,mechanic_2,mechanic_2,mechanic_2,True,mechanic_2,-0.796,D_01_066,1.111,Noun,0.0,v,im,Closed,AsymmetricalDifferentHandshape,Curved,Hand,Other,1.0,198.0
145787,147130,1343,A1,58,act160plug.jpg,2-,,,,,,PLUG_v,Accept++,PLUG,,plug,plug,plug_1,True,plug_1,0.056,E_01_022,-0.857,Noun,0.0,flat_v,im,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,1.0,347.0
148952,150480,1528,A1,59,act210slip.jpg,2-,,,,,,SLIP_v,Accept++,SLIP,,slip,slip.1,slip_1,True,slip_1,-0.551,J_02_030,0.662,Verb,0.0,open_b,imrp,Open,AsymmetricalSameHandshape,Curved,Hand,Palm,1.0,266.0
151889,153389,1500,A1,60,act264whisper.jpg,1,,,NMM,,,WHISPER_v,Accept++,WHISPER,,whisper,whisper,whisper,True,whisper,0.094,H_03_075,0.496,Verb,0.0,flat_4,imrp,Closed,OneHanded,,Head,Mouth,1.0,220.0
155157,156843,1686,A1,61,act218plant.jpg,1,,,NMM,,,SOW_v,Accept++,,,sow,sow,sow,True,sow,-0.228,H_01_075,-0.49,Verb,0.0,flat_o,imrp,Open,OneHanded,Straight,Neutral,Neutral,0.0,464.0
158271,159942,1671,A1,62,act081feed.jpg,1,,,,,,FEED_v,Accept++,FEED,,sow,sow,sow,True,sow,-0.228,H_01_075,-0.49,Verb,0.0,flat_o,imrp,Open,OneHanded,Straight,Neutral,Neutral,0.0,464.0
161094,162622,1528,A1,63,act091fold.jpg,2+,,,,,,FOLD_v,Accept++,FOLD,,fold,fold.1,fold,True,fold,-0.095,F_02_019,1.146,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,344.0
164303,165674,1371,A1,64,act256wait.jpg,2+,,,,,,WAIT_v,Accept++,WAIT,,wait,wait,wait,True,wait,0.768,B_02_016,-0.376,Verb,0.0,5,imrp,Open,SymmetricalOrAlternating,,Neutral,Neutral,0.0,190.0
167176,168333,1157,A1,65,act244talk.jpg,1,,,,,,CALL_v,Accept++,CALL,,call,call,call,True,call,0.387,C_02_061,1.908,Verb,0.0,y,p,Open,OneHanded,Curved,Head,CheekNose,1.0,142.0
169640,171183,1543,A1,66,act102cook.jpg,2-,,,,,,COOK_v,Accept++,COOK,,cook,cook,cook,True,cook,1.113,D_03_078,0.082,Verb,0.0,open_b,imrp,Open,AsymmetricalSameHandshape,Other,Hand,Palm,1.0,86.0
172642,174285,1643,A1,67,act198shine.jpg,1,,,,,,FLASHLIGHT-cl,Accept+,FLASHLIGHT,,flashlight-ca,flashlight-ca,flashlight,True,flashlight,-0.568,A_03_084,-0.471,Noun,1.0,1,m,Open,OneHanded,,Head,UnderChin,1.0,290.0
176118,177661,1543,A1,68,act254wade.jpg,2+,,,,,,SWIM_v,Accept++,SWIM,,swim,swim,swim,True,swim,0.008,E_03_053,0.297,Verb,0.0,flat_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,288.0
183059,184745,1686,A1,70,act045conduct.jpg,2-,,,,,,MUSIC_v,Accept+-,MUSIC,,music,music,music,True,music,0.065,A_01_080,-0.736,Noun,0.0,open_b,imrp,Open,OneHanded,Curved,Arm,ArmAway,0.0,87.0
186374,188302,1928,A1,71,act230stir.jpg,1,,,,,,STIR_v,Accept++,STIR,,stir,stir,stir,True,stir,-0.365,D_03_055,1.855,Verb,0.0,baby_o,i,Open,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,0.0,66.0
189625,191225,1600,A1,72,act267wink.jpg,1,,,NMM,,,WINK_v,Accept++,WINK,,wink,wink,wink,True,wink,-0.616,D_03_094,1.336,Verb,0.0,g,i,Open,OneHanded,,Head,HeadAway,0.0,241.0
192400,193957,1557,A1,73,act026burn.jpg,2+,,,,,,BURN_v,Accept++,BURN,,fire,fire,fire,True,fire,-0.746,B_03_090,0.292,Noun,0.0,5,imrp,Open,SymmetricalOrAlternating,Circular,Neutral,Neutral,0.0,141.0
195437,196837,1400,A1,74,act005cut.jpg,1,,,,,,CUT_v,Accept++,CUT,,cut_1,cut_1,cut_1,True,cut_1,-0.608,E_02_046,1.164,Verb,0.0,v,im,Closed,OneHanded,Curved,Neutral,Neutral,0.0,271.0
198539,200068,1529,A1,75,act047cough.jpg,1,,,NMM,,,COUGH_v,Accept++,COUGH,,cough,cough,cough,True,cough,-0.455,C_02_071,1.001,Noun,0.0,s,imrp,Closed,OneHanded,Straight,Body,TorsoTop,1.0,195.0
206281,207710,1429,A1,77,act007argue.jpg,1,,,NMM,,,YELL_v,Accept+-,YELL,,shout,shout,shout_1,True,shout_1,-0.069,J_03_005,1.107,Verb,0.0,curved_5,imrp,Open,OneHanded,Straight,Head,Mouth,1.0,380.0
209555,211469,1914,A1,78,act167pull.jpg,2-,,,NMM,,,PULL_v,Accept++,PULL,,pull,pull,pull,True,pull,-0.182,D_02_062,1.723,Verb,0.0,baby_o,i,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,497.0
212916,214445,1529,A1,79,act191serve.jpg,2+,,,NMM,,,SERVE_v,Accept++,SERVE,,serve,serve,serve_1,True,serve_1,0.126,E_02_004,-0.546,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,541.0
216426,218226,1800,A1,80,act032carve.jpg,2-,,,,,,CARVE_v,Accept++,,,sculpt,sculpt,sculpt,True,sculpt,-0.348,J_01_028,-0.114,Verb,0.0,a,t,Open,AsymmetricalDifferentHandshape,Curved,Hand,Palm,1.0,218.0
219656,221399,1743,A1,81,act003paint.jpg,2-,,,,,,PAINT_v,Accept++,PAINT,,paint,paint,paint,True,paint,-0.038,D_01_048,1.068,Verb,0.0,open_b,imrp,Open,AsymmetricalSameHandshape,Straight,Hand,FingerFront,1.0,459.0
223159,224531,1372,A1,82,act159plow.jpg,1,,,,,,FARM_v,Accept+-,FARM,,farm,farm,farm,True,farm,-0.635,B_01_086,-0.89,Noun,0.0,5,imrp,Open,OneHanded,Straight,Head,Chin,1.0,378.0
227504,229475,1971,A1,83,act056decorate.jpg,2+,,,NMM,,,DECORATE_v,Accept++,DECORATE,,decorate,decorate,decorate_1,True,decorate_1,0.765,K_01_073,-0.724,Verb,0.0,curved_5,imrp,Open,SymmetricalOrAlternating,Circular,Neutral,Neutral,0.0,155.0
231134,232477,1343,A1,84,act163pop.jpg,2+,,,NMM,,,POP_v,Accept++,,,erupt,erupt.1,erupt_1,True,erupt_1,-0.437,H_03_017,1.491,Verb,0.0,o,imrp,Open,AsymmetricalDifferentHandshape,Straight,Hand,Other,1.0,386.0
234280,235937,1657,A1,85,act137march.jpg,2+,,,NMM,,,MARCH_v,Accept++,MARCH,,march,march,march,True,march,-0.805,J_01_013,-0.434,Name,0.0,flat_b,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,486.0
237783,239583,1800,A1,86,act059dig.jpg,2+,,,,,,DIG-UP-v,Accept++,DIG,,dig_up,dig_up,dig_up,True,dig_up,-0.306,G_02_019,1.369,Verb,0.0,a,t,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,310.0
241955,243398,1443,A1,87,eating2.png,1,,,,,,EAT_v,Accept++,EAT,,eat_2,eat_2,eat_2,True,eat_2,1.245,B_03_082,1.53,Verb,0.0,o,imrp,Open,OneHanded,Straight,Head,Mouth,1.0,354.0
245137,246622,1485,A1,88,act012bake.jpg,2-,,,,,,BAKE_v,Accept++,BAKE,,bake_1,bake_1,bake_1,True,bake_1,0.163,A_01_060,-0.591,Verb,0.0,closed_b,imrp,Closed,AsymmetricalSameHandshape,Straight,Hand,HandAway,0.0,376.0
250292,251921,1629,A1,89,act017sniff.jpg,1,,,NMM,,,NOSE_BLEED_v,Accept+-,SNIFF,,nose_bleed,nose_bleed,nose_bleed,True,nose_bleed,0.524,K_01_092,-0.257,Verb,0.0,4,imrp,Closed,OneHanded,Straight,Head,CheekNose,1.0,327.0
253695,255209,1514,A1,90,act099golf.jpg,2-,,,NMM,,,GOLF_v,Accept++,GOLF,,golf,golf,golf,True,golf,-0.275,A_02_017,1.149,Noun,0.0,baby_o,i,Open,SymmetryViolation,Curved,Neutral,Neutral,0.0,290.0
256697,258283,1586,A1,91,act185saw.jpg,2-,,,NMM,,,SAW_v,Accept++,SAW,,wood,wood,wood,True,wood,-0.078,C_03_031,0.132,Noun,0.0,open_b,imrp,Open,AsymmetricalSameHandshape,Straight,Hand,PalmBack,1.0,459.0
259580,261051,1471,A1,92,act133look.jpg,1,,,,,,MIRROR-n,Accept++,,Mirror is noun.,mirror,mirror,mirror,True,mirror,0.483,A_03_034,1.344,Noun,0.0,open_b,imrp,Open,OneHanded,,Head,HeadAway,0.0,269.0
263041,264641,1600,A1,93,act074erase.jpg,1,,,,,,ERASE_v,Accept++,ERASE,,erase,erase.2,erase,True,erase,0.045,J_03_085,1.366,Verb,0.0,a,t,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,1.0,414.0
268731,270502,1771,A1,94,act103grind.jpg,2-,,,,,,GRIND_v,Accept++,GRIND,,grind,grind,grind,True,grind,-0.033,J_02_094,1.003,Verb,0.0,s,imrp,Closed,AsymmetricalSameHandshape,Circular,Hand,HandAway,0.0,87.0
271849,273406,1557,A1,95,act080fall.jpg,2-,,,NMM,,,FALL_v,Accept++,FALL,,fall_2,fall_2,fall_2,True,fall_2,-0.297,C_03_007,0.096,Verb,0.0,v,im,Closed,OneHanded,Curved,Neutral,Neutral,0.0,271.0
278322,279994,1672,A1,97,act240swing.jpg,2-,,,,,,SWING-v,Accept++,SWING,,swing_2,swing_2,swing_2,True,swing_2,-0.223,F_02_085,0.969,Verb,0.0,bent_v,im,Closed,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,263.0
281717,283674,1957,A1,98,act031carry.jpg,2+,,,,,,CARRY_v,Accept++,CARRY,,carry,carry,carry,True,carry,0.102,J_02_042,0.757,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,541.0
292093,293807,1714,A1,100,act205skate.jpg,2+,,,,,,SKATE_v,Accept++,SKATE,,rollerskating,rollerskating,rollerskating,True,rollerskating,-0.958,A_02_074,-0.533,Noun,0.0,bent_v,im,Closed,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,263.0
301664,303121,1457,A1,103,act024brush.jpg,1,,,NMM,,,TOOTHBRUSH_v,Accept++,TOOTHBRUSH,,toothbrush,toothbrush,toothbrush,True,toothbrush,0.603,D_03_073,1.676,Noun,0.0,flat_1,i,Closed,OneHanded,Straight,Head,HeadAway,0.0,326.0
304408,306251,1843,A1,104,act204sit.jpg,2-,,,NMM,,,SIT_v,Accept++,SIT,,sit,sit,sit,True,sit,0.807,D_03_034,0.275,Verb,0.0,curved_h,im,Closed,AsymmetricalDifferentHandshape,Straight,Hand,FingerBack,1.0,343.0
307546,309417,1871,A1,105,act112hug.jpg,2+,,,,,,HUG_v,Accept++,HUG,,hug,hug,hug,True,hug,1.076,G_02_036,1.502,Verb,0.0,a,t,Open,SymmetricalOrAlternating,,Body,TorsoTop,1.0,74.0
310870,312699,1829,A1,106,act162polish.jpg,2+,,,,,,POLISH_v,Accept++,,,polish,polish.1,polish,True,polish,0.902,J_01_086,0.858,Verb,0.0,a,t,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,1.0,414.0
314673,316087,1414,A1,107,act111howl.jpg,1,,,NMM,,,HOWL_v,Accept++,HOWL,,howl,howl,howl,True,howl,-1.348,J_02_019,0.901,Verb,0.0,c,imrp,Open,OneHanded,Straight,Head,HeadAway,1.0,363.0
325637,327423,1786,A1,110,act141meditate.jpg,2+,,,,,,MEDITATE_v,Accept++,MEDITATE,,meditate,meditate.1,meditate_1,True,meditate_1,-0.089,J_01_037,1.064,Verb,0.0,1,m,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,563.0
329004,330576,1572,A1,111,act215snow.jpg,2+,,,NMM,,,SNOW_v,Accept++,,,snow,snow.1,snow,True,snow,-0.482,A_01_057,0.425,Noun,1.0,flatspread_5,imrp,Open,OneHanded,Straight,Body,TorsoTop,1.0,140.0
332508,333951,1443,A1,112,act113hunt.jpg,2+,,,NMM,,,HUNT_v,Accept++,HUNT,,hunt,hunt,hunt,True,hunt,-1.346,B_01_025,0.886,Verb,0.0,open_h,im,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,442.0
335902,337545,1643,A1,113,act054curtsey.jpg,2+,GESTURE,,,,,CURTSEY_v,Accept+,,,curtsey,curtsey,curtsey_1,True,curtsey_1,-0.836,K_02_006,1.367,Verb,0.0,f,i,Open,SymmetricalOrAlternating,Curved,Body,BodyAway,0.0,112.0
339110,340539,1429,A1,114,act270wrap.jpg,2-,,,,,,FOLD_v,Accept+-,FOLD,,fold,fold,fold,True,fold,-0.095,F_02_019,1.146,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,344.0
342083,343569,1486,A1,115,act020bow.jpg,1,,,,,,BOW_v,Accept++,BOW,,bow,bow.1,bow_1,True,bow_1,-0.909,F_03_065,0.378,Noun,0.0,s,im,Closed,SymmetricalOrAlternating,,Head,HeadTop,1.0,246.0
